CustomerID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,AverageOrderValue,PurchaseFrequency,CustomerValue,CLTV,CLTV_Segment
13496.0,11,,108.78999999999999,5,,2,5nan2,,,,,
13497.0,283,,176.03,2,,3,2nan3,,,,,
13498.0,730,,38.51,1,,1,1nan1,,,,,
13499.0,18,,89.53,5,,2,5nan2,,,,,
13500.0,23,,302.43,4,,4,4nan4,,,,,
13501.0,288,,420.45,2,,4,2nan4,,,,,
13502.0,17,,78.41,5,,2,5nan2,,,,,
13503.0,71,,585.17,3,,5,3nan5,,,,,
13504.0,64,,81.44,3,,2,3nan2,,,,,
13505.0,73,,708.86,3,,5,3nan5,,,,,
13506.0,316,,220.49,2,,3,2nan3,,,,,
13507.0,3,,543.38,5,,5,5nan5,,,,,
13508.0,244,,107.53,2,,2,2nan2,,,,,
13509.0,9,,66.28,5,,2,5nan2,,,,,
13510.0,1,,905.4300000000001,5,,5,5nan5,,,,,
13511.0,677,,64.99000000000001,1,,2,1nan2,,,,,
13512.0,261,,121.69,2,,3,2nan3,,,,,
13513.0,127,,113.66,3,,2,3nan2,,,,,
13514.0,74,,102.85,3,,2,3nan2,,,,,
13515.0,73,,198.02,3,,3,3nan3,,,,,
13516.0,21,,218.0,4,,3,4nan3,,,,,
13517.0,60,,411.95,3,,4,3nan4,,,,,
13518.0,86,,97.53999999999999,3,,2,3nan2,,,,,
13519.0,78,,82.79,3,,2,3nan2,,,,,
13520.0,59,,858.8100000000001,4,,5,4nan5,,,,,
13521.0,1,,769.06,5,,5,5nan5,,,,,
13522.0,30,,16.35,4,,1,4nan1,,,,,
13523.0,33,,1191.37,4,,5,4nan5,,,,,
13524.0,41,,93.56,4,,2,4nan2,,,,,
13525.0,15,,23.41,5,,1,5nan1,,,,,
13526.0,738,,45.45,1,,1,1nan1,,,,,
13527.0,34,,1298.41,4,,5,4nan5,,,,,
13529.0,79,,83.98,3,,2,3nan2,,,,,
13530.0,634,,36.13,1,,1,1nan1,,,,,
13531.0,205,,339.68,2,,4,2nan4,,,,,
13532.0,34,,146.73,4,,3,4nan3,,,,,
13533.0,183,,146.08,3,,3,3nan3,,,,,
13534.0,2,,1092.33,5,,5,5nan5,,,,,
13535.0,403,,8.95,2,,1,2nan1,,,,,
13536.0,1,,575.6800000000001,5,,5,5nan5,,,,,
13537.0,426,,136.1,1,,3,1nan3,,,,,
13538.0,43,,613.38,4,,5,4nan5,,,,,
13539.0,86,,350.12,3,,4,3nan4,,,,,
13540.0,467,,177.52,1,,3,1nan3,,,,,
13541.0,427,,35.019999999999996,1,,1,1nan1,,,,,
13542.0,377,,1840.8500000000001,2,,5,2nan5,,,,,
13543.0,634,,216.19,1,,3,1nan3,,,,,
13544.0,40,,637.31,4,,5,4nan5,,,,,
13545.0,391,,136.12,2,,3,2nan3,,,,,
13546.0,12,,342.08,5,,4,5nan4,,,,,
13547.0,408,,127.78999999999999,2,,3,2nan3,,,,,
13548.0,96,,512.87,3,,4,3nan4,,,,,
13549.0,26,,187.44,4,,3,4nan3,,,,,
13550.0,383,,73.14,2,,2,2nan2,,,,,
13551.0,319,,36.95,2,,1,2nan1,,,,,
13552.0,66,,756.28,3,,5,3nan5,,,,,
13553.0,675,,312.45,1,,4,1nan4,,,,,
13554.0,380,,795.67,2,,5,2nan5,,,,,
13555.0,74,,1093.3,3,,5,3nan5,,,,,
13556.0,429,,18.59,1,,1,1nan1,,,,,
13557.0,28,,371.91,4,,4,4nan4,,,,,
13558.0,6,,376.12,5,,4,5nan4,,,,,
13559.0,513,,5.5,1,,1,1nan1,,,,,
13560.0,7,,95.57000000000001,5,,2,5nan2,,,,,
13561.0,216,,538.56,2,,4,2nan4,,,,,
13562.0,82,,832.33,3,,5,3nan5,,,,,
13563.0,84,,417.13,3,,4,3nan4,,,,,
13564.0,144,,4230.79,3,,5,3nan5,,,,,
13565.0,19,,116.14,5,,3,5nan3,,,,,
13566.0,41,,649.37,4,,5,4nan5,,,,,
13567.0,428,,519.23,1,,4,1nan4,,,,,
13568.0,173,,130.6,3,,3,3nan3,,,,,
13569.0,17,,466.81,5,,4,5nan4,,,,,
13570.0,243,,56.77,2,,2,2nan2,,,,,
13571.0,13,,1289.84,5,,5,5nan5,,,,,
13572.0,206,,148.58,2,,3,2nan3,,,,,
13573.0,50,,258.98,4,,4,4nan4,,,,,
13574.0,411,,197.8,1,,3,1nan3,,,,,
13575.0,23,,98.8,4,,2,4nan2,,,,,
13576.0,10,,945.36,5,,5,5nan5,,,,,
13577.0,25,,549.98,4,,5,4nan5,,,,,
13578.0,409,,17.73,2,,1,2nan1,,,,,
13579.0,15,,289.4,5,,4,5nan4,,,,,
13580.0,406,,46.150000000000006,2,,1,2nan1,,,,,
13581.0,309,,93.19,2,,2,2nan2,,,,,
13582.0,390,,31.490000000000002,2,,1,2nan1,,,,,
13583.0,156,,228.721,3,,3,3nan3,,,,,
13584.0,307,,193.60999999999999,2,,3,2nan3,,,,,
13585.0,531,,58.74,1,,2,1nan2,,,,,
13586.0,541,,76.79,1,,2,1nan2,,,,,
13587.0,64,,116.19,3,,3,3nan3,,,,,
13588.0,16,,239.51,5,,4,5nan4,,,,,
13589.0,15,,368.07,5,,4,5nan4,,,,,
13590.0,11,,945.34,5,,5,5nan5,,,,,
13591.0,65,,429.48,3,,4,3nan4,,,,,
13592.0,36,,100.16,4,,2,4nan2,,,,,
13593.0,108,,1599.09,3,,5,3nan5,,,,,
13594.0,53,,82.42999999999999,4,,2,4nan2,,,,,
13595.0,517,,435.96,1,,4,1nan4,,,,,
13596.0,6,,348.12,5,,4,5nan4,,,,,
13597.0,400,,37.910000000000004,2,,1,2nan1,,,,,
13598.0,47,,260.4,4,,4,4nan4,,,,,
13599.0,1,,1023.58,5,,5,5nan5,,,,,
13600.0,312,,114.67,2,,3,2nan3,,,,,
13601.0,45,,405.71,4,,4,4nan4,,,,,
13602.0,65,,167.92000000000002,3,,3,3nan3,,,,,
13603.0,26,,57.02,4,,2,4nan2,,,,,
13604.0,659,,115.81,1,,3,1nan3,,,,,
13605.0,387,,102.19,2,,2,2nan2,,,,,
13606.0,29,,93.77,4,,2,4nan2,,,,,
13607.0,40,,404.85,4,,4,4nan4,,,,,
13608.0,541,,77.05,1,,2,1nan2,,,,,
13609.0,593,,92.35,1,,2,1nan2,,,,,
13610.0,12,,1262.8700000000001,5,,5,5nan5,,,,,
13611.0,89,,605.09,3,,5,3nan5,,,,,
13612.0,633,,169.98,1,,3,1nan3,,,,,
13613.0,453,,234.35,1,,4,1nan4,,,,,
13614.0,24,,1045.94,4,,5,4nan5,,,,,
13615.0,319,,1688.54,2,,5,2nan5,,,,,
13616.0,568,,107.89999999999999,1,,2,1nan2,,,,,
13617.0,40,,371.81,4,,4,4nan4,,,,,
13618.0,174,,13.46,3,,1,3nan1,,,,,
13619.0,545,,149.49,1,,3,1nan3,,,,,
13620.0,528,,12.52,1,,1,1nan1,,,,,
13621.0,117,,21.45,3,,1,3nan1,,,,,
13622.0,696,,110.73,1,,2,1nan2,,,,,
13623.0,31,,963.74,4,,5,4nan5,,,,,
13624.0,388,,61.33,2,,2,2nan2,,,,,
13625.0,597,,113.71000000000001,1,,2,1nan2,,,,,
13626.0,253,,164.01,2,,3,2nan3,,,,,
13627.0,59,,387.55,4,,4,4nan4,,,,,
13628.0,676,,66.17,1,,2,1nan2,,,,,
13629.0,23,,184.27,4,,3,4nan3,,,,,
13630.0,5,,142.22,5,,3,5nan3,,,,,
13631.0,100,,67.77,3,,2,3nan2,,,,,
13632.0,25,,739.89,4,,5,4nan5,,,,,
13634.0,33,,1596.47,4,,5,4nan5,,,,,
13635.0,68,,371.64,3,,4,3nan4,,,,,
13636.0,37,,238.48,4,,4,4nan4,,,,,
13637.0,52,,235.85,4,,4,4nan4,,,,,
13638.0,16,,23.94,5,,1,5nan1,,,,,
13639.0,74,,94.19,3,,2,3nan2,,,,,
13640.0,611,,15.0,1,,1,1nan1,,,,,
13641.0,641,,152.42000000000002,1,,3,1nan3,,,,,
13642.0,216,,307.15,2,,4,2nan4,,,,,
13643.0,31,,388.16,4,,4,4nan4,,,,,
13644.0,16,,444.28000000000003,5,,4,5nan4,,,,,
13645.0,120,,16.849999999999998,3,,1,3nan1,,,,,
13646.0,400,,255.55,2,,4,2nan4,,,,,
13647.0,10,,456.7,5,,4,5nan4,,,,,
13648.0,400,,307.82,2,,4,2nan4,,,,,
13649.0,257,,395.92,2,,4,2nan4,,,,,
13650.0,17,,547.04,5,,5,5nan5,,,,,
13651.0,35,,106.8,4,,2,4nan2,,,,,
13652.0,46,,371.36,4,,4,4nan4,,,,,
13653.0,488,,25.05,1,,1,1nan1,,,,,
13654.0,43,,754.08,4,,5,4nan5,,,,,
13655.0,114,,400.31,3,,4,3nan4,,,,,
13656.0,165,,194.14,3,,3,3nan3,,,,,
13657.0,11,,47.89,5,,1,5nan1,,,,,
13658.0,10,,1008.48,5,,5,5nan5,,,,,
13659.0,206,,1076.69,2,,5,2nan5,,,,,
13660.0,400,,197.22,2,,3,2nan3,,,,,
13661.0,603,,68.77,1,,2,1nan2,,,,,
13662.0,86,,539.18,3,,4,3nan4,,,,,
13663.0,179,,379.48,3,,4,3nan4,,,,,
13665.0,386,,215.0,2,,3,2nan3,,,,,
13666.0,60,,74.15,3,,2,3nan2,,,,,
13667.0,149,,206.65,3,,3,3nan3,,,,,
13668.0,3,,2569.51,5,,5,5nan5,,,,,
13669.0,51,,31.01,4,,1,4nan1,,,,,
13670.0,75,,46.92,3,,1,3nan1,,,,,
13671.0,395,,123.65,2,,3,2nan3,,,,,
13672.0,301,,67.67,2,,2,2nan2,,,,,
13673.0,19,,205.14,5,,3,5nan3,,,,,
13674.0,433,,58.489999999999995,1,,2,1nan2,,,,,
13675.0,151,,47.57,3,,1,3nan1,,,,,
13676.0,539,,49.85,1,,2,1nan2,,,,,
13677.0,405,,370.07,2,,4,2nan4,,,,,
13678.0,152,,6.3,3,,1,3nan1,,,,,
13679.0,494,,148.02,1,,3,1nan3,,,,,
13680.0,1,,1744.4,5,,5,5nan5,,,,,
13681.0,18,,165.44,5,,3,5nan3,,,,,
13682.0,187,,21.25,3,,1,3nan1,,,,,
13683.0,458,,17.3,1,,1,1nan1,,,,,
13684.0,286,,241.87,2,,4,2nan4,,,,,
13685.0,3,,27.330000000000002,5,,1,5nan1,,,,,
13686.0,183,,50.43,3,,2,3nan2,,,,,
13687.0,438,,6.8100000000000005,1,,1,1nan1,,,,,
13688.0,635,,22.75,1,,1,1nan1,,,,,
13689.0,63,,15.45,3,,1,3nan1,,,,,
13690.0,59,,53.75,4,,2,4nan2,,,,,
13691.0,396,,113.61,2,,2,2nan2,,,,,
13692.0,25,,227.46,4,,3,4nan3,,,,,
13693.0,374,,442.95,2,,4,2nan4,,,,,
13694.0,4,143.0,2529.04,5,5,5,555,17.685594405594404,0.02432800272201429,0.43025518883974134,0.006514581797675566,Medium Value
13695.0,31,,245.66,4,,4,4nan4,,,,,
13696.0,422,,111.25999999999999,1,,2,1nan2,,,,,
13697.0,39,,16.72,4,,1,4nan1,,,,,
13698.0,597,,130.42000000000002,1,,3,1nan3,,,,,
13699.0,155,,210.75,3,,3,3nan3,,,,,
13700.0,26,,372.21,4,,4,4nan4,,,,,
13701.0,447,,20.45,1,,1,1nan1,,,,,
13702.0,446,,11.89,1,,1,1nan1,,,,,
13703.0,318,,126.91,2,,3,2nan3,,,,,
13704.0,5,,446.06,5,,4,5nan4,,,,,
13705.0,8,,320.4,5,,4,5nan4,,,,,
13706.0,303,,167.17,2,,3,2nan3,,,,,
13707.0,267,,455.96,2,,4,2nan4,,,,,
13708.0,271,,98.33,2,,2,2nan2,,,,,
13709.0,4,,1452.76,5,,5,5nan5,,,,,
13710.0,32,,24.72,4,,1,4nan1,,,,,
13711.0,219,,389.77,2,,4,2nan4,,,,,
13712.0,247,,91.79,2,,2,2nan2,,,,,
13713.0,408,,231.31,2,,3,2nan3,,,,,
13714.0,465,,109.05,1,,2,1nan2,,,,,
13715.0,281,,1182.06,2,,5,2nan5,,,,,
13716.0,269,,29.81,2,,1,2nan1,,,,,
13717.0,32,,287.93,4,,4,4nan4,,,,,
13718.0,246,,66.35,2,,2,2nan2,,,,,
13719.0,15,,767.48,5,,5,5nan5,,,,,
13720.0,117,,136.7,3,,3,3nan3,,,,,
13721.0,36,,95.63,4,,2,4nan2,,,,,
13722.0,132,,628.52,3,,5,3nan5,,,,,
13723.0,217,,197.51,2,,3,2nan3,,,,,
13724.0,637,,90.18,1,,2,1nan2,,,,,
13725.0,50,,450.95,4,,4,4nan4,,,,,
13726.0,39,,45.199999999999996,4,,1,4nan1,,,,,
13727.0,29,,493.68,4,,4,4nan4,,,,,
13728.0,37,,816.14,4,,5,4nan5,,,,,
13729.0,436,,140.52,1,,3,1nan3,,,,,
13730.0,136,,139.24,3,,3,3nan3,,,,,
13731.0,219,,163.0,2,,3,2nan3,,,,,
13732.0,28,,52.14,4,,2,4nan2,,,,,
13733.0,411,,81.72,1,,2,1nan2,,,,,
13734.0,509,,204.48000000000002,1,,3,1nan3,,,,,
13735.0,25,,2196.32,4,,5,4nan5,,,,,
13736.0,5,,1379.09,5,,5,5nan5,,,,,
13737.0,200,,115.46000000000001,2,,3,2nan3,,,,,
13738.0,396,,234.45,2,,4,2nan4,,,,,
13739.0,18,,26.5,5,,1,5nan1,,,,,
13740.0,241,,315.86,2,,4,2nan4,,,,,
13741.0,72,,177.67,3,,3,3nan3,,,,,
13742.0,17,,1294.94,5,,5,5nan5,,,,,
13743.0,3,,45.93,5,,1,5nan1,,,,,
13744.0,95,,115.35,3,,3,3nan3,,,,,
13745.0,162,,49.95,3,,2,3nan2,,,,,
13746.0,414,,31.17,1,,1,1nan1,,,,,
13747.0,374,,23.45,2,,1,2nan1,,,,,
13748.0,96,,183.82,3,,3,3nan3,,,,,
13750.0,54,,304.77,4,,4,4nan4,,,,,
13751.0,288,,31.770000000000003,2,,1,2nan1,,,,,
13752.0,124,,324.08,3,,4,3nan4,,,,,
13753.0,288,,150.73,2,,3,2nan3,,,,,
13754.0,152,,58.9,3,,2,3nan2,,,,,
13755.0,4,,999.29,5,,5,5nan5,,,,,
13756.0,2,,976.0500000000001,5,,5,5nan5,,,,,
13757.0,675,,27.77,1,,1,1nan1,,,,,
13758.0,12,,967.54,5,,5,5nan5,,,,,
13759.0,33,,84.07,4,,2,4nan2,,,,,
13760.0,54,,321.49,4,,4,4nan4,,,,,
13761.0,50,,348.89,4,,4,4nan4,,,,,
13762.0,219,,42.17,2,,1,2nan1,,,,,
13763.0,63,,123.53,3,,3,3nan3,,,,,
13764.0,71,,949.62,3,,5,3nan5,,,,,
13765.0,653,,67.681,1,,2,1nan2,,,,,
13766.0,495,,35.26,1,,1,1nan1,,,,,
13767.0,2,73.0,2859.34,5,4,5,545,39.169041095890414,0.012419190200748553,0.4864477713507996,0.0073654051803710725,Medium Value
13768.0,727,,113.74000000000001,1,,2,1nan2,,,,,
13769.0,2,,950.94,5,,5,5nan5,,,,,
13770.0,422,,165.66,1,,3,1nan3,,,,,
13771.0,64,,614.95,3,,5,3nan5,,,,,
13772.0,34,,1662.21,4,,5,4nan5,,,,,
13773.0,397,,50.120000000000005,2,,2,2nan2,,,,,
13774.0,82,,72.4,3,,2,3nan2,,,,,
13775.0,591,,196.88,1,,3,1nan3,,,,,
13776.0,428,,623.98,1,,5,1nan5,,,,,
13777.0,1,61.0,811.75,5,4,5,545,13.307377049180328,0.010377679482817285,0.13809969377339232,0.0020909957036120987,Low Value
13778.0,103,,169.68,3,,3,3nan3,,,,,
13779.0,516,,108.75,1,,2,1nan2,,,,,
13780.0,7,,250.55,5,,4,5nan4,,,,,
13781.0,251,,218.81,2,,3,2nan3,,,,,
13782.0,13,,905.39,5,,5,5nan5,,,,,
13783.0,488,,5.59,1,,1,1nan1,,,,,
13784.0,10,,135.56,5,,3,5nan3,,,,,
13785.0,429,,168.92,1,,3,1nan3,,,,,
13786.0,367,,302.05,2,,4,2nan4,,,,,
13787.0,76,,253.48,3,,4,3nan4,,,,,
13788.0,505,,3.75,1,,1,1nan1,,,,,
13789.0,388,,18.64,2,,1,2nan1,,,,,
13790.0,4,,34.73,5,,1,5nan1,,,,,
13791.0,128,,13.709999999999999,3,,1,3nan1,,,,,
13792.0,66,,93.55,3,,2,3nan2,,,,,
13793.0,647,,13.55,1,,1,1nan1,,,,,
13794.0,547,,32.99,1,,1,1nan1,,,,,
13795.0,388,,52.96,2,,2,2nan2,,,,,
13796.0,499,,50.55,1,,2,1nan2,,,,,
13797.0,437,,288.8,1,,4,1nan4,,,,,
13798.0,1,110.0,1655.35,5,5,5,555,15.048636363636362,0.0187138482477033,0.2816178972439605,0.0042640341705873575,Medium Value
13799.0,117,,275.06,3,,4,3nan4,,,,,
13800.0,310,,195.12,2,,3,2nan3,,,,,
13801.0,67,,90.95,3,,2,3nan2,,,,,
13802.0,139,,1292.51,3,,5,3nan5,,,,,
13803.0,255,,213.97,2,,3,2nan3,,,,,
13804.0,31,,501.98,4,,4,4nan4,,,,,
13805.0,52,,7.71,4,,1,4nan1,,,,,
13806.0,64,,52.33,3,,2,3nan2,,,,,
13807.0,367,,174.75,2,,3,2nan3,,,,,
13808.0,6,,285.24,5,,4,5nan4,,,,,
13809.0,305,,149.7,2,,3,2nan3,,,,,
13810.0,29,,744.73,4,,5,4nan5,,,,,
13811.0,184,,341.25,3,,4,3nan4,,,,,
13812.0,42,,129.1,4,,3,4nan3,,,,,
13813.0,40,,579.51,4,,5,4nan5,,,,,
13814.0,92,,246.63,3,,4,3nan4,,,,,
13815.0,22,,962.77,4,,5,4nan5,,,,,
13816.0,24,,132.78,4,,3,4nan3,,,,,
13817.0,29,,77.27,4,,2,4nan2,,,,,
13818.0,430,,6.72,1,,1,1nan1,,,,,
13819.0,302,,211.79,2,,3,2nan3,,,,,
13820.0,418,,253.04,1,,4,1nan4,,,,,
13821.0,145,,715.61,3,,5,3nan5,,,,,
13822.0,6,,171.89,5,,3,5nan3,,,,,
13823.0,19,,766.29,5,,5,5nan5,,,,,
13824.0,33,,286.38,4,,4,4nan4,,,,,
13825.0,622,,110.3,1,,2,1nan2,,,,,
13826.0,176,,57.3,3,,2,3nan2,,,,,
13827.0,58,,347.46,4,,4,4nan4,,,,,
13828.0,22,,28.57,4,,1,4nan1,,,,,
13829.0,421,,8.5,1,,1,1nan1,,,,,
13830.0,582,,78.95,1,,2,1nan2,,,,,
13831.0,16,,817.69,5,,5,5nan5,,,,,
13832.0,19,,144.69,5,,3,5nan3,,,,,
13833.0,159,,206.39000000000001,3,,3,3nan3,,,,,
13834.0,577,,91.59,1,,2,1nan2,,,,,
13835.0,25,,266.63,4,,4,4nan4,,,,,
13836.0,399,,125.06,2,,3,2nan3,,,,,
13837.0,212,,37.11,2,,1,2nan1,,,,,
13838.0,6,,1240.56,5,,5,5nan5,,,,,
13839.0,486,,39.45,1,,1,1nan1,,,,,
13840.0,416,,114.98,1,,3,1nan3,,,,,
13841.0,253,,0.85,2,,1,2nan1,,,,,
13842.0,59,,1403.77,4,,5,4nan5,,,,,
13843.0,381,,70.5,2,,2,2nan2,,,,,
13844.0,11,,49.21,5,,1,5nan1,,,,,
13845.0,65,,17.59,3,,1,3nan1,,,,,
13846.0,25,,255.64,4,,4,4nan4,,,,,
13847.0,720,,112.69,1,,2,1nan2,,,,,
13848.0,92,,3.91,3,,1,3nan1,,,,,
13849.0,52,,804.18,4,,5,4nan5,,,,,
13850.0,129,,224.93,3,,3,3nan3,,,,,
13851.0,96,,373.15000000000003,3,,4,3nan4,,,,,
13852.0,611,,41.15,1,,1,1nan1,,,,,
13853.0,57,,104.56,4,,2,4nan2,,,,,
13854.0,9,,773.41,5,,5,5nan5,,,,,
13855.0,501,,229.99,1,,3,1nan3,,,,,
13856.0,169,,193.37,3,,3,3nan3,,,,,
13857.0,393,,274.89,2,,4,2nan4,,,,,
13858.0,57,,47.69,4,,1,4nan1,,,,,
13859.0,326,,156.76,2,,3,2nan3,,,,,
13860.0,1,,267.11,5,,4,5nan4,,,,,
13861.0,429,,58.19,1,,2,1nan2,,,,,
13862.0,18,,278.46,5,,4,5nan4,,,,,
13863.0,248,,307.27,2,,4,2nan4,,,,,
13864.0,387,,3.45,2,,1,2nan1,,,,,
13865.0,58,,117.07,4,,3,4nan3,,,,,
13866.0,74,,23.630000000000003,3,,1,3nan1,,,,,
13867.0,31,,239.74,4,,4,4nan4,,,,,
13868.0,7,,61.19,5,,2,5nan2,,,,,
13869.0,123,,2508.21,3,,5,3nan5,,,,,
13870.0,2,,588.21,5,,5,5nan5,,,,,
13871.0,23,,1484.1,4,,5,4nan5,,,,,
13872.0,527,,241.49,1,,4,1nan4,,,,,
13873.0,120,,276.33,3,,4,3nan4,,,,,
13874.0,358,,260.33,2,,4,2nan4,,,,,
13875.0,54,,904.3100000000001,4,,5,4nan5,,,,,
13876.0,64,,35.8,3,,1,3nan1,,,,,
13877.0,86,,56.21,3,,2,3nan2,,,,,
13878.0,55,,459.8,4,,4,4nan4,,,,,
13879.0,646,,81.81,1,,2,1nan2,,,,,
13880.0,21,,566.45,4,,5,4nan5,,,,,
13881.0,4,43.0,1272.86,5,3,5,535,29.601395348837208,0.007315413405920381,0.21654644436883294,0.003278773996057525,Low Value
13882.0,3,,219.82,5,,3,5nan3,,,,,
13883.0,11,,1013.36,5,,5,5nan5,,,,,
13884.0,7,,635.57,5,,5,5nan5,,,,,
13885.0,189,,110.9,3,,2,3nan2,,,,,
13886.0,71,,60.88,3,,2,3nan2,,,,,
13887.0,204,,73.23,2,,2,2nan2,,,,,
13888.0,120,,716.34,3,,5,3nan5,,,,,
13889.0,93,,243.02,3,,4,3nan4,,,,,
13890.0,1,,559.88,5,,5,5nan5,,,,,
13891.0,378,,255.3,2,,4,2nan4,,,,,
13892.0,27,,34.88,4,,1,4nan1,,,,,
13893.0,298,,130.2,2,,3,2nan3,,,,,
13894.0,24,,72.11,4,,2,4nan2,,,,,
13895.0,28,,709.28,4,,5,4nan5,,,,,
13896.0,626,,68.15,1,,2,1nan2,,,,,
13897.0,50,,131.81,4,,3,4nan3,,,,,
13898.0,326,,93.38,2,,2,2nan2,,,,,
13899.0,16,,57.59,5,,2,5nan2,,,,,
13900.0,183,,276.64,3,,4,3nan4,,,,,
13901.0,72,,1148.43,3,,5,3nan5,,,,,
13902.0,632,,52.1,1,,2,1nan2,,,,,
13903.0,400,,31.8,2,,1,2nan1,,,,,
13904.0,37,,34.42,4,,1,4nan1,,,,,
13905.0,733,,58.0,1,,2,1nan2,,,,,
13906.0,409,,0.42,2,,1,2nan1,,,,,
13907.0,692,,8.45,1,,1,1nan1,,,,,
13908.0,80,,349.84,3,,4,3nan4,,,,,
13909.0,423,,132.98,1,,3,1nan3,,,,,
13911.0,57,,540.83,4,,5,4nan5,,,,,
13912.0,424,,34.65,1,,1,1nan1,,,,,
13913.0,507,,30.39,1,,1,1nan1,,,,,
13914.0,12,,84.22,5,,2,5nan2,,,,,
13915.0,394,,5.9,2,,1,2nan1,,,,,
13916.0,464,,382.32,1,,4,1nan4,,,,,
13917.0,50,,36.4,4,,1,4nan1,,,,,
13918.0,50,,65.56,4,,2,4nan2,,,,,
13919.0,59,,222.95,4,,3,4nan3,,,,,
13920.0,432,,219.69,1,,3,1nan3,,,,,
13921.0,402,,237.15,2,,4,2nan4,,,,,
13922.0,352,,91.77,2,,2,2nan2,,,,,
13923.0,54,,59.49,4,,2,4nan2,,,,,
13924.0,2,,305.09,5,,4,5nan4,,,,,
13925.0,93,,242.48999999999998,3,,4,3nan4,,,,,
13926.0,23,,71.87,4,,2,4nan2,,,,,
13927.0,75,,109.8,3,,2,3nan2,,,,,
13928.0,11,,155.72,5,,3,5nan3,,,,,
13929.0,169,,205.9,3,,3,3nan3,,,,,
13930.0,58,,27.89,4,,1,4nan1,,,,,
13931.0,96,,644.04,3,,5,3nan5,,,,,
13932.0,295,,97.65,2,,2,2nan2,,,,,
13933.0,109,,79.59,3,,2,3nan2,,,,,
13934.0,264,,98.8,2,,2,2nan2,,,,,
13935.0,597,,315.14,1,,4,1nan4,,,,,
13936.0,180,,135.54999999999998,3,,3,3nan3,,,,,
13937.0,169,,132.96,3,,3,3nan3,,,,,
13938.0,35,,7.09,4,,1,4nan1,,,,,
13939.0,23,,196.71,4,,3,4nan3,,,,,
13940.0,17,,152.95,5,,3,5nan3,,,,,
13941.0,22,,319.76,4,,4,4nan4,,,,,
13942.0,535,,0.32,1,,1,1nan1,,,,,
13943.0,578,,66.08,1,,2,1nan2,,,,,
13944.0,653,,63.68,1,,2,1nan2,,,,,
13945.0,395,,171.85,2,,3,2nan3,,,,,
13946.0,79,,108.53,3,,2,3nan2,,,,,
13947.0,65,,14.65,3,,1,3nan1,,,,,
13948.0,361,,84.44,2,,2,2nan2,,,,,
13949.0,3,,233.06,5,,4,5nan4,,,,,
13950.0,11,,160.64,5,,3,5nan3,,,,,
13951.0,176,,136.08,3,,3,3nan3,,,,,
13952.0,218,,1527.191,2,,5,2nan5,,,,,
13953.0,7,,52.11,5,,2,5nan2,,,,,
13954.0,2,,136.27,5,,3,5nan3,,,,,
13955.0,154,,255.06,3,,4,3nan4,,,,,
13956.0,5,,513.1,5,,4,5nan4,,,,,
13957.0,418,,141.5,1,,3,1nan3,,,,,
13958.0,380,,942.34,2,,5,2nan5,,,,,
13959.0,79,,378.7,3,,4,3nan4,,,,,
13960.0,21,,25.26,4,,1,4nan1,,,,,
13961.0,392,,61.949999999999996,2,,2,2nan2,,,,,
13962.0,22,,136.06,4,,3,4nan3,,,,,
13963.0,308,,587.55,2,,5,2nan5,,,,,
13964.0,387,,69.18,2,,2,2nan2,,,,,
13965.0,477,,84.51,1,,2,1nan2,,,,,
13966.0,435,,33.62,1,,1,1nan1,,,,,
13967.0,146,,28.099999999999998,3,,1,3nan1,,,,,
13968.0,423,,8.01,1,,1,1nan1,,,,,
13969.0,7,,2879.59,5,,5,5nan5,,,,,
13970.0,386,,42.33,2,,1,2nan1,,,,,
13971.0,19,,603.8100000000001,5,,5,5nan5,,,,,
13972.0,71,,38.19,3,,1,3nan1,,,,,
13973.0,287,,41.32,2,,1,2nan1,,,,,
13974.0,49,,115.65,4,,3,4nan3,,,,,
13975.0,31,,1457.88,4,,5,4nan5,,,,,
13976.0,207,,260.8,2,,4,2nan4,,,,,
13977.0,411,,32.66,1,,1,1nan1,,,,,
13978.0,15,,18.16,5,,1,5nan1,,,,,
13979.0,73,,1011.92,3,,5,3nan5,,,,,
13980.0,60,,231.81,3,,3,3nan3,,,,,
13981.0,416,,74.7,1,,2,1nan2,,,,,
13982.0,39,,505.36,4,,4,4nan4,,,,,
13983.0,30,,1172.02,4,,5,4nan5,,,,,
13984.0,27,,176.87,4,,3,4nan3,,,,,
13985.0,4,,1191.65,5,,5,5nan5,,,,,
13986.0,17,,24.2,5,,1,5nan1,,,,,
13987.0,380,,88.33,2,,2,2nan2,,,,,
13988.0,20,,881.12,4,,5,4nan5,,,,,
13989.0,66,,158.10999999999999,3,,3,3nan3,,,,,
13990.0,213,,42.56,2,,1,2nan1,,,,,
13991.0,12,,123.73,5,,3,5nan3,,,,,
13992.0,30,,21.45,4,,1,4nan1,,,,,
13993.0,43,,1276.17,4,,5,4nan5,,,,,
13994.0,4,,555.58,5,,5,5nan5,,,,,
13995.0,15,,550.95,5,,5,5nan5,,,,,
13996.0,386,,119.25,2,,3,2nan3,,,,,
13997.0,519,,199.54,1,,3,1nan3,,,,,
13998.0,447,,148.85,1,,3,1nan3,,,,,
13999.0,10,,1200.65,5,,5,5nan5,,,,,
14000.0,211,,100.51,2,,2,2nan2,,,,,
